Easting	Northing	Elevation_OD	Chainage	FC	Profile	Reg_ID
419970.927	92934.721	3.577	168.600	ZZ	HC20	5f00264
419970.972	92934.526	3.579	168.800	ZZ	HC20	5f00264
419971.017	92934.332	3.579	169.000	ZZ	HC20	5f00264
419971.062	92934.137	3.577	169.200	ZZ	HC20	5f00264
419971.107	92933.942	3.579	169.400	ZZ	HC20	5f00264
419971.152	92933.747	3.590	169.600	ZZ	HC20	5f00264
419971.197	92933.552	3.613	169.800	ZZ	HC20	5f00264
419971.242	92933.357	3.636	170.000	ZZ	HC20	5f00264
419971.287	92933.162	3.658	170.200	ZZ	HC20	5f00264
419971.332	92932.967	3.684	170.400	ZZ	HC20	5f00264
419971.377	92932.773	3.713	170.600	ZZ	HC20	5f00264
419971.422	92932.578	3.746	170.800	ZZ	HC20	5f00264
419971.467	92932.383	3.782	171.000	ZZ	HC20	5f00264
419971.512	92932.188	3.815	171.200	ZZ	HC20	5f00264
419971.557	92931.993	3.850	171.400	ZZ	HC20	5f00264
419971.602	92931.798	3.885	171.600	ZZ	HC20	5f00264
419971.647	92931.603	3.903	171.800	ZZ	HC20	5f00264
419971.692	92931.408	3.946	172.000	ZZ	HC20	5f00264
419971.737	92931.213	3.987	172.200	ZZ	HC20	5f00264
419971.782	92931.019	4.014	172.400	ZZ	HC20	5f00264
419971.827	92930.824	4.010	172.600	ZZ	HC20	5f00264
419971.872	92930.629	4.007	172.800	ZZ	HC20	5f00264
419971.916	92930.434	3.994	173.000	ZZ	HC20	5f00264
419971.961	92930.239	3.972	173.200	ZZ	HC20	5f00264
419972.007	92930.044	3.950	173.400	ZZ	HC20	5f00264
419972.052	92929.849	3.925	173.600	ZZ	HC20	5f00264
419972.096	92929.655	3.905	173.800	ZZ	HC20	5f00264
419972.142	92929.460	3.884	174.000	ZZ	HC20	5f00264
419972.187	92929.265	3.870	174.200	ZZ	HC20	5f00264
419972.231	92929.070	3.857	174.400	ZZ	HC20	5f00264
419972.276	92928.875	3.843	174.600	ZZ	HC20	5f00264
419972.321	92928.680	3.830	174.800	ZZ	HC20	5f00264
419972.366	92928.485	3.823	175.000	ZZ	HC20	5f00264
419972.411	92928.290	3.830	175.200	ZZ	HC20	5f00264
419972.456	92928.095	3.818	175.400	ZZ	HC20	5f00264
419972.501	92927.901	3.806	175.600	ZZ	HC20	5f00264
419972.546	92927.706	3.794	175.800	ZZ	HC20	5f00264
419972.591	92927.511	3.786	176.000	ZZ	HC20	5f00264
419972.636	92927.316	3.781	176.200	ZZ	HC20	5f00264
419972.681	92927.121	3.776	176.400	ZZ	HC20	5f00264
419972.726	92926.926	3.774	176.600	ZZ	HC20	5f00264
419972.771	92926.731	3.771	176.800	ZZ	HC20	5f00264
419972.816	92926.537	3.755	177.000	ZZ	HC20	5f00264
419972.861	92926.342	3.739	177.200	ZZ	HC20	5f00264
419972.906	92926.147	3.722	177.400	ZZ	HC20	5f00264
419972.951	92925.952	3.709	177.600	ZZ	HC20	5f00264
419972.996	92925.757	3.695	177.800	ZZ	HC20	5f00264
419973.041	92925.562	3.678	178.000	ZZ	HC20	5f00264
419973.086	92925.367	3.662	178.200	ZZ	HC20	5f00264
419973.131	92925.172	3.647	178.400	ZZ	HC20	5f00264
419973.176	92924.977	3.629	178.600	ZZ	HC20	5f00264
419973.221	92924.783	3.608	178.800	ZZ	HC20	5f00264
419973.266	92924.588	3.582	179.000	ZZ	HC20	5f00264
419973.311	92924.393	3.553	179.200	ZZ	HC20	5f00264
419973.356	92924.198	3.523	179.400	ZZ	HC20	5f00264
419973.401	92924.003	3.491	179.600	ZZ	HC20	5f00264
419973.446	92923.808	3.476	179.800	ZZ	HC20	5f00264
419973.491	92923.613	3.436	180.000	ZZ	HC20	5f00264
419973.536	92923.418	3.401	180.200	ZZ	HC20	5f00264
419973.581	92923.224	3.363	180.400	ZZ	HC20	5f00264
419973.626	92923.029	3.322	180.600	ZZ	HC20	5f00264
419973.671	92922.834	3.277	180.800	ZZ	HC20	5f00264
419973.716	92922.639	3.232	181.000	ZZ	HC20	5f00264
419973.761	92922.444	3.186	181.200	ZZ	HC20	5f00264
419973.806	92922.249	3.139	181.400	ZZ	HC20	5f00264
419973.851	92922.054	3.093	181.600	ZZ	HC20	5f00264
419973.896	92921.860	3.052	181.800	ZZ	HC20	5f00264
419973.941	92921.665	3.029	182.000	ZZ	HC20	5f00264
419973.986	92921.470	2.997	182.200	ZZ	HC20	5f00264
419974.031	92921.275	2.943	182.400	ZZ	HC20	5f00264
419974.076	92921.080	2.899	182.600	ZZ	HC20	5f00264
419974.121	92920.885	2.855	182.800	ZZ	HC20	5f00264
419974.166	92920.690	2.816	183.000	ZZ	HC20	5f00264
419974.211	92920.495	2.778	183.200	ZZ	HC20	5f00264
419974.256	92920.300	2.745	183.400	ZZ	HC20	5f00264
419974.301	92920.106	2.705	183.600	ZZ	HC20	5f00264
419974.346	92919.911	2.673	183.800	ZZ	HC20	5f00264
419974.391	92919.716	2.642	184.000	ZZ	HC20	5f00264
419974.436	92919.521	2.617	184.200	ZZ	HC20	5f00264
419974.481	92919.326	2.584	184.400	ZZ	HC20	5f00264
419974.526	92919.131	2.550	184.600	ZZ	HC20	5f00264
419974.571	92918.936	2.523	184.800	ZZ	HC20	5f00264
419974.616	92918.742	2.509	185.000	ZZ	HC20	5f00264
419974.661	92918.547	2.482	185.200	ZZ	HC20	5f00264
419974.706	92918.352	2.464	185.400	ZZ	HC20	5f00264
419974.751	92918.157	2.451	185.600	ZZ	HC20	5f00264
419974.796	92917.962	2.428	185.800	ZZ	HC20	5f00264
419974.841	92917.767	2.405	186.000	ZZ	HC20	5f00264
419974.886	92917.572	2.378	186.200	ZZ	HC20	5f00264
419974.931	92917.377	2.381	186.400	ZZ	HC20	5f00264
419974.976	92917.182	2.369	186.600	ZZ	HC20	5f00264
419975.021	92916.988	2.356	186.800	ZZ	HC20	5f00264
419975.066	92916.793	2.346	187.000	ZZ	HC20	5f00264
419975.111	92916.598	2.343	187.200	ZZ	HC20	5f00264
419975.156	92916.403	2.328	187.400	ZZ	HC20	5f00264
419975.201	92916.208	2.312	187.600	ZZ	HC20	5f00264
419975.246	92916.013	2.299	187.800	ZZ	HC20	5f00264
419975.291	92915.818	2.288	188.000	ZZ	HC20	5f00264
419975.336	92915.624	2.288	188.200	ZZ	HC20	5f00264
419975.381	92915.429	2.280	188.400	ZZ	HC20	5f00264
419975.426	92915.234	2.272	188.600	ZZ	HC20	5f00264
419975.471	92915.039	2.265	188.800	ZZ	HC20	5f00264
419975.516	92914.844	2.260	189.000	ZZ	HC20	5f00264
419975.561	92914.649	2.252	189.200	ZZ	HC20	5f00264
419975.606	92914.454	2.250	189.400	ZZ	HC20	5f00264
419975.651	92914.259	2.243	189.600	ZZ	HC20	5f00264
419975.696	92914.065	2.234	189.800	ZZ	HC20	5f00264
419975.741	92913.870	2.225	190.000	ZZ	HC20	5f00264
419975.786	92913.675	2.220	190.200	ZZ	HC20	5f00264
419975.831	92913.480	2.217	190.400	ZZ	HC20	5f00264
419975.876	92913.285	2.214	190.600	ZZ	HC20	5f00264
419975.921	92913.090	2.211	190.800	ZZ	HC20	5f00264
419975.966	92912.895	2.202	191.000	ZZ	HC20	5f00264
419976.011	92912.700	2.206	191.200	ZZ	HC20	5f00264
419976.056	92912.506	2.207	191.400	ZZ	HC20	5f00264
419976.101	92912.311	2.204	191.600	ZZ	HC20	5f00264
419976.146	92912.116	2.200	191.800	ZZ	HC20	5f00264
419976.191	92911.921	2.200	192.000	ZZ	HC20	5f00264
419976.236	92911.726	2.195	192.200	ZZ	HC20	5f00264
419976.281	92911.531	2.190	192.400	ZZ	HC20	5f00264
419976.326	92911.336	2.192	192.600	ZZ	HC20	5f00264
419976.371	92911.141	2.194	192.800	ZZ	HC20	5f00264
419976.416	92910.947	2.189	193.000	ZZ	HC20	5f00264
419976.460	92910.752	2.176	193.200	ZZ	HC20	5f00264
419976.506	92910.557	2.172	193.400	ZZ	HC20	5f00264
419976.551	92910.362	2.168	193.600	ZZ	HC20	5f00264
419976.595	92910.167	2.165	193.800	ZZ	HC20	5f00264
419976.640	92909.972	2.165	194.000	ZZ	HC20	5f00264
419976.686	92909.777	2.159	194.200	ZZ	HC20	5f00264
419976.731	92909.583	2.153	194.400	ZZ	HC20	5f00264
419976.775	92909.388	2.147	194.600	ZZ	HC20	5f00264
419976.820	92909.193	2.141	194.800	ZZ	HC20	5f00264
419976.866	92908.998	2.129	195.000	ZZ	HC20	5f00264
419976.910	92908.803	2.096	195.200	ZZ	HC20	5f00264
419976.955	92908.608	2.037	195.400	ZZ	HC20	5f00264
419977.000	92908.413	2.000	195.600	ZZ	HC20	5f00264
419977.045	92908.218	1.959	195.800	ZZ	HC20	5f00264
419977.090	92908.023	1.918	196.000	ZZ	HC20	5f00264
419977.135	92907.829	1.884	196.200	ZZ	HC20	5f00264
419977.180	92907.634	1.870	196.400	ZZ	HC20	5f00264
419977.225	92907.439	1.847	196.600	ZZ	HC20	5f00264
419977.270	92907.244	1.824	196.800	ZZ	HC20	5f00264
419977.315	92907.049	1.810	197.000	ZZ	HC20	5f00264
419977.360	92906.854	1.795	197.200	ZZ	HC20	5f00264
419977.405	92906.659	1.784	197.400	ZZ	HC20	5f00264
419977.450	92906.465	1.774	197.600	ZZ	HC20	5f00264
419977.495	92906.270	1.764	197.800	ZZ	HC20	5f00264
419977.540	92906.075	1.753	198.000	ZZ	HC20	5f00264
419977.585	92905.880	1.740	198.200	ZZ	HC20	5f00264
419977.630	92905.685	1.730	198.400	ZZ	HC20	5f00264
419977.675	92905.490	1.719	198.600	ZZ	HC20	5f00264
419977.720	92905.295	1.708	198.800	ZZ	HC20	5f00264
419977.765	92905.100	1.697	199.000	ZZ	HC20	5f00264
419977.810	92904.905	1.696	199.200	ZZ	HC20	5f00264
419977.855	92904.711	1.697	199.400	ZZ	HC20	5f00264
419977.900	92904.516	1.695	199.600	ZZ	HC20	5f00264
419977.945	92904.321	1.694	199.800	ZZ	HC20	5f00264
419977.990	92904.126	1.687	200.000	ZZ	HC20	5f00264
419978.035	92903.931	1.681	200.200	ZZ	HC20	5f00264
419978.080	92903.736	1.678	200.400	ZZ	HC20	5f00264
419978.125	92903.541	1.677	200.600	ZZ	HC20	5f00264
419978.170	92903.346	1.681	200.800	ZZ	HC20	5f00264
419978.215	92903.152	1.676	201.000	ZZ	HC20	5f00264
419978.260	92902.957	1.679	201.200	ZZ	HC20	5f00264
419978.305	92902.762	1.681	201.400	ZZ	HC20	5f00264
419978.350	92902.567	1.691	201.600	ZZ	HC20	5f00264
419978.395	92902.372	1.703	201.800	ZZ	HC20	5f00264
419978.440	92902.177	1.717	202.000	ZZ	HC20	5f00264
419978.485	92901.982	1.722	202.200	ZZ	HC20	5f00264
419978.530	92901.788	1.737	202.400	ZZ	HC20	5f00264
419978.575	92901.593	1.754	202.600	ZZ	HC20	5f00264
419978.620	92901.398	1.771	202.800	ZZ	HC20	5f00264
419978.665	92901.203	1.788	203.000	ZZ	HC20	5f00264
419978.710	92901.008	1.791	203.200	ZZ	HC20	5f00264
419978.755	92900.813	1.804	203.400	ZZ	HC20	5f00264
419978.800	92900.618	1.821	203.600	ZZ	HC20	5f00264
419978.845	92900.423	1.838	203.800	ZZ	HC20	5f00264
419978.890	92900.228	1.846	204.000	ZZ	HC20	5f00264
419978.935	92900.034	1.845	204.200	ZZ	HC20	5f00264
419978.980	92899.839	1.839	204.400	ZZ	HC20	5f00264
419979.025	92899.644	1.795	204.600	ZZ	HC20	5f00264
419979.070	92899.449	1.750	204.800	ZZ	HC20	5f00264
419979.115	92899.254	1.706	205.000	ZZ	HC20	5f00264
419979.160	92899.059	1.675	205.200	ZZ	HC20	5f00264
419979.205	92898.864	1.654	205.400	ZZ	HC20	5f00264
419979.250	92898.670	1.632	205.600	ZZ	HC20	5f00264
419979.295	92898.475	1.611	205.800	ZZ	HC20	5f00264
419979.340	92898.280	1.590	206.000	ZZ	HC20	5f00264
419979.385	92898.085	1.571	206.200	ZZ	HC20	5f00264
419979.430	92897.890	1.554	206.400	ZZ	HC20	5f00264
419979.475	92897.695	1.537	206.600	ZZ	HC20	5f00264
419979.520	92897.500	1.518	206.800	ZZ	HC20	5f00264
419979.565	92897.305	1.503	207.000	ZZ	HC20	5f00264
419979.610	92897.110	1.489	207.200	ZZ	HC20	5f00264
419979.655	92896.916	1.473	207.400	ZZ	HC20	5f00264
419979.700	92896.721	1.460	207.600	ZZ	HC20	5f00264
419979.745	92896.526	1.442	207.800	ZZ	HC20	5f00264
419979.790	92896.331	1.425	208.000	ZZ	HC20	5f00264
419979.835	92896.136	1.393	208.200	ZZ	HC20	5f00264
419979.880	92895.941	1.362	208.400	ZZ	HC20	5f00264
419979.925	92895.746	1.339	208.600	ZZ	HC20	5f00264
419979.970	92895.552	1.319	208.800	ZZ	HC20	5f00264
419980.015	92895.357	1.299	209.000	ZZ	HC20	5f00264
419980.060	92895.162	1.283	209.200	ZZ	HC20	5f00264
419980.105	92894.967	1.259	209.400	ZZ	HC20	5f00264
419980.150	92894.772	1.239	209.600	ZZ	HC20	5f00264
419980.195	92894.577	1.219	209.800	ZZ	HC20	5f00264
419980.240	92894.382	1.193	210.000	ZZ	HC20	5f00264
419980.285	92894.187	1.175	210.200	ZZ	HC20	5f00264
419980.330	92893.992	1.163	210.400	ZZ	HC20	5f00264
419980.375	92893.798	1.147	210.600	ZZ	HC20	5f00264
419980.420	92893.603	1.128	210.800	ZZ	HC20	5f00264
419980.465	92893.408	1.103	211.000	ZZ	HC20	5f00264
419980.510	92893.213	1.080	211.200	ZZ	HC20	5f00264
419980.555	92893.018	1.059	211.400	ZZ	HC20	5f00264
419980.600	92892.823	1.042	211.600	ZZ	HC20	5f00264
419980.645	92892.628	1.029	211.800	ZZ	HC20	5f00264
419980.690	92892.433	1.015	212.000	ZZ	HC20	5f00264
419980.735	92892.239	0.995	212.200	ZZ	HC20	5f00264
419980.780	92892.044	0.991	212.400	ZZ	HC20	5f00264
419980.825	92891.849	0.980	212.600	ZZ	HC20	5f00264
419980.870	92891.654	0.963	212.800	ZZ	HC20	5f00264
419980.915	92891.459	0.945	213.000	ZZ	HC20	5f00264
419980.960	92891.264	0.936	213.200	ZZ	HC20	5f00264
419981.005	92891.069	0.932	213.400	ZZ	HC20	5f00264
419981.050	92890.875	0.926	213.600	ZZ	HC20	5f00264
419981.095	92890.680	0.921	213.800	ZZ	HC20	5f00264
419981.139	92890.485	0.925	214.000	ZZ	HC20	5f00264
419981.184	92890.290	0.934	214.200	ZZ	HC20	5f00264
419981.230	92890.095	0.938	214.400	ZZ	HC20	5f00264
419981.275	92889.900	0.942	214.600	ZZ	HC20	5f00264
419981.319	92889.705	0.945	214.800	ZZ	HC20	5f00264
419981.365	92889.510	0.945	215.000	ZZ	HC20	5f00264
419981.410	92889.316	0.943	215.200	ZZ	HC20	5f00264
419981.454	92889.121	0.944	215.400	ZZ	HC20	5f00264
419981.499	92888.926	0.947	215.600	ZZ	HC20	5f00264
419981.544	92888.731	0.941	215.800	ZZ	HC20	5f00264
419981.589	92888.536	0.940	216.000	ZZ	HC20	5f00264
419981.634	92888.341	0.940	216.200	ZZ	HC20	5f00264
419981.679	92888.146	0.932	216.400	ZZ	HC20	5f00264
419981.724	92887.951	0.922	216.600	ZZ	HC20	5f00264
419981.769	92887.757	0.913	216.800	ZZ	HC20	5f00264
419981.814	92887.562	0.904	217.000	ZZ	HC20	5f00264
419981.859	92887.367	0.895	217.200	ZZ	HC20	5f00264
419981.904	92887.172	0.868	217.400	ZZ	HC20	5f00264
419981.949	92886.977	0.834	217.600	ZZ	HC20	5f00264
419981.994	92886.782	0.806	217.800	ZZ	HC20	5f00264
419982.039	92886.587	0.789	218.000	ZZ	HC20	5f00264
419982.084	92886.393	0.775	218.200	ZZ	HC20	5f00264
419982.129	92886.198	0.757	218.400	ZZ	HC20	5f00264
419982.174	92886.003	0.738	218.600	ZZ	HC20	5f00264
419982.219	92885.808	0.719	218.800	ZZ	HC20	5f00264
419982.264	92885.613	0.699	219.000	ZZ	HC20	5f00264
419982.309	92885.418	0.674	219.200	ZZ	HC20	5f00264
419982.354	92885.223	0.645	219.400	ZZ	HC20	5f00264
419982.399	92885.028	0.617	219.600	ZZ	HC20	5f00264
419982.444	92884.833	0.598	219.800	ZZ	HC20	5f00264
419982.489	92884.639	0.580	220.000	ZZ	HC20	5f00264
419982.534	92884.444	0.563	220.200	ZZ	HC20	5f00264
419982.579	92884.249	0.545	220.400	ZZ	HC20	5f00264
419982.624	92884.054	0.520	220.600	ZZ	HC20	5f00264
419982.669	92883.859	0.503	220.800	ZZ	HC20	5f00264
419982.714	92883.664	0.488	221.000	ZZ	HC20	5f00264
419982.759	92883.469	0.472	221.200	ZZ	HC20	5f00264
419982.804	92883.274	0.454	221.400	ZZ	HC20	5f00264
419982.849	92883.080	0.434	221.600	ZZ	HC20	5f00264
419982.894	92882.885	0.418	221.800	ZZ	HC20	5f00264
419982.939	92882.690	0.407	222.000	ZZ	HC20	5f00264
419982.984	92882.495	0.388	222.200	ZZ	HC20	5f00264
419983.029	92882.300	0.369	222.400	ZZ	HC20	5f00264
419983.074	92882.105	0.351	222.600	ZZ	HC20	5f00264
419983.119	92881.910	0.343	222.800	ZZ	HC20	5f00264
419983.164	92881.716	0.325	223.000	ZZ	HC20	5f00264
419983.209	92881.521	0.301	223.200	ZZ	HC20	5f00264
419983.254	92881.326	0.277	223.400	ZZ	HC20	5f00264
419983.299	92881.131	0.253	223.600	ZZ	HC20	5f00264
419983.344	92880.936	0.236	223.800	ZZ	HC20	5f00264
419983.389	92880.741	0.222	224.000	ZZ	HC20	5f00264
419983.434	92880.546	0.201	224.200	ZZ	HC20	5f00264
419983.479	92880.351	0.178	224.400	ZZ	HC20	5f00264
419983.524	92880.156	0.163	224.600	ZZ	HC20	5f00264
419983.569	92879.962	0.147	224.800	ZZ	HC20	5f00264
419983.614	92879.767	0.133	225.000	ZZ	HC20	5f00264
419983.659	92879.572	0.113	225.200	ZZ	HC20	5f00264
419983.704	92879.377	0.091	225.400	ZZ	HC20	5f00264
419983.749	92879.182	0.070	225.600	ZZ	HC20	5f00264
419983.794	92878.987	0.051	225.800	ZZ	HC20	5f00264
419983.839	92878.792	0.036	226.000	ZZ	HC20	5f00264
419983.884	92878.598	0.020	226.200	ZZ	HC20	5f00264
419983.929	92878.403	0.001	226.400	ZZ	HC20	5f00264
419983.974	92878.208	-0.025	226.600	ZZ	HC20	5f00264
419984.019	92878.013	-0.061	226.800	ZZ	HC20	5f00264
419984.064	92877.818	-0.096	227.000	ZZ	HC20	5f00264
419984.109	92877.623	-0.120	227.200	ZZ	HC20	5f00264
419984.154	92877.428	-0.140	227.400	ZZ	HC20	5f00264
419984.199	92877.233	-0.159	227.600	ZZ	HC20	5f00264
419984.244	92877.038	-0.179	227.800	ZZ	HC20	5f00264
419984.289	92876.844	-0.197	228.000	ZZ	HC20	5f00264
419984.334	92876.649	-0.214	228.200	ZZ	HC20	5f00264
419984.379	92876.454	-0.231	228.400	ZZ	HC20	5f00264
419984.424	92876.259	-0.248	228.600	ZZ	HC20	5f00264
419984.469	92876.064	-0.266	228.800	ZZ	HC20	5f00264
419984.514	92875.869	-0.283	229.000	ZZ	HC20	5f00264
419984.559	92875.674	-0.302	229.200	ZZ	HC20	5f00264
419984.604	92875.480	-0.324	229.400	ZZ	HC20	5f00264
419984.649	92875.285	-0.345	229.600	ZZ	HC20	5f00264
419984.694	92875.090	-0.367	229.800	ZZ	HC20	5f00264
419984.739	92874.895	-0.386	230.000	ZZ	HC20	5f00264
419984.784	92874.700	-0.405	230.200	ZZ	HC20	5f00264
419984.829	92874.505	-0.423	230.400	ZZ	HC20	5f00264
419984.874	92874.310	-0.442	230.600	ZZ	HC20	5f00264
419984.919	92874.115	-0.460	230.800	ZZ	HC20	5f00264
419984.964	92873.920	-0.463	231.000	ZZ	HC20	5f00264
419985.009	92873.726	-0.469	231.200	ZZ	HC20	5f00264
419985.054	92873.531	-0.479	231.400	ZZ	HC20	5f00264
419985.099	92873.336	-0.488	231.600	ZZ	HC20	5f00264
419985.144	92873.141	-0.498	231.800	ZZ	HC20	5f00264
419985.189	92872.946	-0.508	232.000	ZZ	HC20	5f00264
419985.234	92872.751	-0.519	232.200	ZZ	HC20	5f00264
419985.279	92872.556	-0.540	232.400	ZZ	HC20	5f00264
419985.324	92872.361	-0.562	232.600	ZZ	HC20	5f00264
419985.369	92872.167	-0.583	232.800	ZZ	HC20	5f00264
419985.414	92871.972	-0.605	233.000	ZZ	HC20	5f00264
419985.459	92871.777	-0.626	233.200	ZZ	HC20	5f00264
419985.504	92871.582	-0.647	233.400	ZZ	HC20	5f00264
419985.549	92871.387	-0.652	233.600	ZZ	HC20	5f00264
419985.594	92871.192	-0.634	233.800	ZZ	HC20	5f00264
419985.639	92870.997	-0.617	234.000	ZZ	HC20	5f00264
419985.683	92870.803	-0.605	234.200	ZZ	HC20	5f00264
419985.729	92870.608	-0.595	234.400	ZZ	HC20	5f00264
419985.774	92870.413	-0.584	234.600	ZZ	HC20	5f00264
419985.818	92870.218	-0.577	234.800	ZZ	HC20	5f00264
419985.863	92870.023	-0.570	235.000	ZZ	HC20	5f00264
419985.909	92869.828	-0.563	235.200	ZZ	HC20	5f00264
419985.954	92869.633	-0.556	235.400	ZZ	HC20	5f00264
419985.998	92869.438	-0.549	235.600	ZZ	HC20	5f00264
419986.044	92869.243	-0.542	235.800	ZZ	HC20	5f00264
419986.088	92869.049	-0.535	236.000	ZZ	HC20	5f00264
419986.133	92868.854	-0.528	236.200	ZZ	HC20	5f00264
419986.178	92868.659	-0.521	236.400	ZZ	HC20	5f00264
419986.223	92868.464	-0.514	236.600	ZZ	HC20	5f00264
419986.268	92868.269	-0.509	236.800	ZZ	HC20	5f00264
419986.313	92868.074	-0.507	237.000	ZZ	HC20	5f00264
419986.358	92867.879	-0.505	237.200	ZZ	HC20	5f00264
419986.403	92867.685	-0.502	237.400	ZZ	HC20	5f00264
419986.448	92867.490	-0.500	237.600	ZZ	HC20	5f00264
419986.493	92867.295	-0.498	237.800	ZZ	HC20	5f00264
419986.538	92867.100	-0.496	238.000	ZZ	HC20	5f00264
419986.583	92866.905	-0.493	238.200	ZZ	HC20	5f00264
419986.628	92866.710	-0.491	238.400	ZZ	HC20	5f00264
419986.673	92866.515	-0.489	238.600	ZZ	HC20	5f00264
419986.718	92866.320	-0.487	238.800	ZZ	HC20	5f00264
419986.763	92866.126	-0.485	239.000	ZZ	HC20	5f00264
419986.808	92865.931	-0.491	239.200	ZZ	HC20	5f00264
419986.853	92865.736	-0.497	239.400	ZZ	HC20	5f00264
419986.898	92865.541	-0.503	239.600	ZZ	HC20	5f00264
419986.943	92865.346	-0.509	239.800	ZZ	HC20	5f00264
419986.988	92865.151	-0.515	240.000	ZZ	HC20	5f00264
419987.033	92864.956	-0.521	240.200	ZZ	HC20	5f00264
419987.078	92864.761	-0.527	240.400	ZZ	HC20	5f00264
419987.123	92864.567	-0.533	240.600	ZZ	HC20	5f00264
419987.168	92864.372	-0.539	240.800	ZZ	HC20	5f00264
419987.213	92864.177	-0.545	241.000	ZZ	HC20	5f00264
419987.258	92863.982	-0.551	241.200	ZZ	HC20	5f00264
419987.303	92863.787	-0.557	241.400	ZZ	HC20	5f00264
419987.348	92863.592	-0.563	241.600	ZZ	HC20	5f00264
419987.393	92863.397	-0.566	241.800	ZZ	HC20	5f00264
419987.438	92863.202	-0.565	242.000	ZZ	HC20	5f00264
419987.483	92863.008	-0.563	242.200	ZZ	HC20	5f00264
419987.528	92862.813	-0.562	242.400	ZZ	HC20	5f00264
419987.573	92862.618	-0.562	242.600	ZZ	HC20	5f00264
419987.618	92862.423	-0.564	242.800	ZZ	HC20	5f00264
419987.663	92862.228	-0.566	243.000	ZZ	HC20	5f00264
419987.708	92862.033	-0.568	243.200	ZZ	HC20	5f00264
419987.753	92861.838	-0.570	243.400	ZZ	HC20	5f00264
419987.798	92861.644	-0.572	243.600	ZZ	HC20	5f00264
419987.843	92861.449	-0.574	243.800	ZZ	HC20	5f00264
419987.888	92861.254	-0.575	244.000	ZZ	HC20	5f00264
419987.933	92861.059	-0.577	244.200	ZZ	HC20	5f00264
419987.978	92860.864	-0.579	244.400	ZZ	HC20	5f00264
419988.023	92860.669	-0.581	244.600	ZZ	HC20	5f00264
419919.308	92914.249	3.866	162.600	ZZ	N/A	5f00265
419919.353	92914.055	3.831	162.800	ZZ	N/A	5f00265
419919.398	92913.860	3.817	163.000	ZZ	N/A	5f00265
419919.443	92913.665	3.803	163.200	ZZ	N/A	5f00265
419919.488	92913.470	3.790	163.400	ZZ	N/A	5f00265
419919.533	92913.275	3.776	163.600	ZZ	N/A	5f00265
419919.578	92913.080	3.763	163.800	ZZ	N/A	5f00265
419919.623	92912.885	3.773	164.000	ZZ	N/A	5f00265
419919.668	92912.690	3.798	164.200	ZZ	N/A	5f00265
419919.713	92912.496	3.826	164.400	ZZ	N/A	5f00265
419919.758	92912.301	3.855	164.600	ZZ	N/A	5f00265
419919.803	92912.106	3.883	164.800	ZZ	N/A	5f00265
419919.848	92911.911	3.912	165.000	ZZ	N/A	5f00265
419919.893	92911.716	3.937	165.200	ZZ	N/A	5f00265
419919.938	92911.521	3.945	165.400	ZZ	N/A	5f00265
419919.983	92911.326	3.952	165.600	ZZ	N/A	5f00265
419920.028	92911.131	3.932	165.800	ZZ	N/A	5f00265
419920.073	92910.937	3.902	166.000	ZZ	N/A	5f00265
419920.118	92910.742	3.876	166.200	ZZ	N/A	5f00265
419920.163	92910.547	3.865	166.400	ZZ	N/A	5f00265
419920.208	92910.352	3.866	166.600	ZZ	N/A	5f00265
419920.253	92910.157	3.872	166.800	ZZ	N/A	5f00265
419920.298	92909.962	3.882	167.000	ZZ	N/A	5f00265
419920.343	92909.767	3.893	167.200	ZZ	N/A	5f00265
419920.388	92909.572	3.903	167.400	ZZ	N/A	5f00265
419920.433	92909.378	3.914	167.600	ZZ	N/A	5f00265
419920.478	92909.183	3.924	167.800	ZZ	N/A	5f00265
419920.523	92908.988	3.890	168.000	ZZ	N/A	5f00265
419920.568	92908.793	3.847	168.200	ZZ	N/A	5f00265
419920.613	92908.598	3.805	168.400	ZZ	N/A	5f00265
419920.658	92908.403	3.762	168.600	ZZ	N/A	5f00265
419920.703	92908.208	3.720	168.800	ZZ	N/A	5f00265
419920.748	92908.014	3.677	169.000	ZZ	N/A	5f00265
419920.793	92907.819	3.616	169.200	ZZ	N/A	5f00265
419920.838	92907.624	3.509	169.400	ZZ	N/A	5f00265
419920.883	92907.429	3.401	169.600	ZZ	N/A	5f00265
419920.928	92907.234	3.294	169.800	ZZ	N/A	5f00265
419920.973	92907.039	3.172	170.000	ZZ	N/A	5f00265
419921.018	92906.844	3.102	170.200	ZZ	N/A	5f00265
419921.063	92906.649	3.034	170.400	ZZ	N/A	5f00265
419921.108	92906.455	2.987	170.600	ZZ	N/A	5f00265
419921.153	92906.260	2.954	170.800	ZZ	N/A	5f00265
419921.198	92906.065	2.920	171.000	ZZ	N/A	5f00265
419921.243	92905.870	2.882	171.200	ZZ	N/A	5f00265
419921.288	92905.675	2.851	171.400	ZZ	N/A	5f00265
419921.333	92905.480	2.821	171.600	ZZ	N/A	5f00265
419921.378	92905.285	2.793	171.800	ZZ	N/A	5f00265
419921.423	92905.090	2.766	172.000	ZZ	N/A	5f00265
419921.468	92904.895	2.739	172.200	ZZ	N/A	5f00265
419921.513	92904.701	2.712	172.400	ZZ	N/A	5f00265
419921.558	92904.506	2.689	172.600	ZZ	N/A	5f00265
419921.602	92904.311	2.642	172.800	ZZ	N/A	5f00265
