Site ProfileID Date Chainage Elevation Flag
NARRA PF4 2014-01-10 54 2.55 GPS
NARRA PF4 2014-01-10 55 2.46 GPS
NARRA PF4 2014-01-10 56 2.34 GPS
NARRA PF4 2014-01-10 57 2.2 GPS
NARRA PF4 2014-01-10 58 2.13 GPS
NARRA PF4 2014-01-10 59 2.03 GPS
NARRA PF4 2014-01-10 60 1.93 GPS
NARRA PF4 2014-01-10 61 1.79 GPS
NARRA PF4 2014-01-10 62 1.63 GPS
NARRA PF4 2014-01-10 63 1.45 GPS
NARRA PF4 2014-01-10 64 1.3 GPS
NARRA PF4 2014-01-10 65 1.17 GPS
NARRA PF4 2014-01-10 66 1.01 GPS
NARRA PF4 2014-01-10 67 0.87 GPS
NARRA PF4 2014-01-10 68 0.71 GPS
NARRA PF4 2014-01-10 69 0.55 GPS
NARRA PF4 2014-01-10 70 0.38 GPS
NARRA PF4 2014-01-10 71 0.19 GPS
NARRA PF4 2014-01-10 72 -0.07 GPS
NARRA PF4 2014-01-10 73 -0.22 GPS
NARRA PF4 2014-01-10 74 -0.35 GPS
NARRA PF6 2014-01-16 0 6.55 DUNEFILL
NARRA PF6 2014-01-16 1 6.48 DUNEFILL
NARRA PF6 2014-01-16 2 6.42 DUNEFILL
NARRA PF6 2014-01-16 3 6.35 DUNEFILL
NARRA PF6 2014-01-16 4 5.86 DUNEFILL
NARRA PF6 2014-01-16 5 5.96 DUNEFILL
NARRA PF6 2014-01-16 6 5.76 DUNEFILL
NARRA PF6 2014-01-16 7 5.61 GPS
NARRA PF6 2014-01-16 8 5.56 GPS
NARRA PF6 2014-01-16 9 5.48 GPS
NARRA PF6 2014-01-16 10 5.34 GPS
NARRA PF6 2014-01-16 11 5.21 GPS
NARRA PF6 2014-01-16 12 5 GPS
NARRA PF6 2014-01-16 13 4.57 GPS
NARRA PF6 2014-01-16 14 4.27 GPS
NARRA PF6 2014-01-16 15 3.99 GPS
NARRA PF6 2014-01-16 16 3.68 GPS
NARRA PF6 2014-01-16 17 3.45 GPS
NARRA PF6 2014-01-16 18 3.27 GPS
NARRA PF6 2014-01-16 19 3.21 GPS
NARRA PF6 2014-01-16 20 3.18 GPS
NARRA PF6 2014-01-16 21 3.13 GPS
NARRA PF6 2014-01-16 22 3.12 GPS
